Date,China,India,US,EU,Russia,Japan,Brazil,ROW,World
02/06/2019,25.34,7.19,12.00,5.27,3.55,2.43,1.04,22.55,83.19
03/06/2019,26.69,7.09,13.49,7.24,3.66,2.73,1.17,24.66,90.46
04/06/2019,27.14,6.94,14.25,8.07,3.65,2.89,1.17,25.10,92.91
05/06/2019,27.87,7.08,15.00,7.93,3.73,2.95,1.17,25.96,95.40
06/06/2019,27.87,7.48,15.21,7.75,3.73,2.95,1.18,26.01,95.95
07/06/2019,27.27,7.37,14.64,7.52,3.67,3.08,1.14,25.02,93.51
08/06/2019,27.21,7.25,12.93,6.03,3.63,2.63,1.17,24.03,88.71
09/06/2019,27.95,7.24,11.40,5.71,3.51,2.43,1.06,23.37,86.51
10/06/2019,29.09,7.21,13.54,7.06,3.64,2.87,1.22,25.53,93.92
11/06/2019,29.84,7.35,14.35,8.12,3.58,2.78,1.20,26.15,97.11
12/06/2019,30.05,7.25,14.03,8.48,3.72,2.78,1.21,26.50,97.76
13/06/2019,29.77,7.01,13.88,8.16,3.81,2.75,1.20,26.11,96.47
14/06/2019,29.66,6.83,13.05,8.12,3.82,2.88,1.12,25.42,94.71
15/06/2019,29.60,7.19,12.64,6.49,3.75,2.64,1.18,25.14,92.48
16/06/2019,28.41,6.90,11.91,5.90,3.63,2.27,1.12,23.75,87.77
17/06/2019,28.82,6.56,14.32,7.70,3.70,2.57,1.25,25.70,94.39
18/06/2019,29.16,6.65,15.17,8.28,3.65,2.79,1.27,26.22,96.97
19/06/2019,30.33,6.62,15.42,8.51,3.75,2.83,1.22,27.21,99.65
20/06/2019,30.19,6.86,15.16,7.99,3.74,2.91,1.21,26.93,98.81
21/06/2019,30.37,6.99,14.48,8.10,3.74,3.00,1.19,26.37,98.08
22/06/2019,29.75,7.15,13.33,6.58,3.63,2.70,1.24,25.47,93.72
23/06/2019,28.55,7.03,12.14,5.56,3.52,2.46,1.14,23.85,88.11
24/06/2019,28.70,6.86,14.29,7.61,3.62,2.83,1.32,25.86,94.88
25/06/2019,27.74,7.03,15.22,8.30,3.62,2.85,1.35,25.92,95.80
26/06/2019,28.09,7.10,15.67,8.31,3.65,3.00,1.33,26.63,97.56
27/06/2019,28.62,7.11,15.88,8.05,3.70,3.17,1.31,26.79,98.46
28/06/2019,29.01,6.95,15.97,8.06,3.70,3.12,1.23,26.42,98.32
29/06/2019,29.23,6.86,15.13,6.62,3.63,2.78,1.25,25.93,95.33
30/06/2019,28.89,6.77,13.48,5.41,3.43,2.59,1.14,24.42,90.03
01/07/2019,27.85,6.82,14.59,7.07,3.52,2.87,1.26,25.42,93.23
02/07/2019,28.05,7.05,15.69,7.82,3.65,2.92,1.31,26.06,96.34
03/07/2019,28.69,6.95,15.54,8.06,3.65,2.95,1.32,26.57,97.54
04/07/2019,28.17,7.11,14.67,7.94,3.66,2.94,1.31,26.07,95.72
05/07/2019,27.52,6.90,15.03,7.83,3.67,2.88,1.23,25.40,94.31
06/07/2019,26.71,6.69,14.40,6.59,3.60,2.53,1.15,24.50,90.07
07/07/2019,26.27,6.40,12.99,5.82,3.43,2.36,1.06,23.00,85.24
08/07/2019,26.93,6.11,14.49,7.84,3.55,2.79,1.24,24.85,91.65
09/07/2019,26.79,6.41,15.54,8.33,3.63,2.90,1.32,25.29,94.04
10/07/2019,27.33,6.25,16.17,8.38,3.65,2.85,1.29,25.95,95.72
11/07/2019,27.42,6.39,16.21,8.54,3.68,2.90,1.30,26.12,96.41
12/07/2019,27.05,6.32,16.01,8.28,3.70,2.87,1.27,25.35,94.71
13/07/2019,26.71,6.66,14.91,6.69,3.61,2.62,1.26,24.70,91.08
14/07/2019,26.77,6.56,13.58,5.91,3.43,2.47,1.15,23.61,87.41
15/07/2019,27.25,6.28,15.32,7.82,3.58,2.61,1.35,25.37,93.42
16/07/2019,27.08,6.43,16.27,8.15,3.66,2.92,1.38,25.75,95.47
17/07/2019,27.76,6.37,16.39,8.20,3.66,3.02,1.39,26.40,97.03
18/07/2019,28.65,6.76,16.05,8.31,3.67,3.18,1.35,26.79,98.61
19/07/2019,29.27,7.04,16.21,8.22,3.68,3.15,1.30,26.70,99.45
20/07/2019,29.12,7.22,15.20,6.52,3.59,2.86,1.17,25.94,95.54
21/07/2019,28.77,7.07,13.97,5.74,3.41,2.68,1.06,24.70,91.32
22/07/2019,29.59,6.93,15.01,7.64,3.56,3.08,1.30,26.57,97.53
23/07/2019,29.71,7.23,15.17,8.54,3.66,3.13,1.40,26.94,99.60
24/07/2019,31.65,7.32,15.12,8.75,3.70,3.20,1.41,28.16,103.15
25/07/2019,32.46,7.15,14.94,8.78,3.65,3.30,1.38,28.26,103.78
26/07/2019,33.26,6.64,14.96,8.38,3.65,3.32,1.29,27.75,103.13
27/07/2019,33.16,6.36,14.26,6.75,3.52,2.98,1.30,26.96,99.22
28/07/2019,32.69,5.98,13.17,5.82,3.40,2.76,1.18,25.57,94.50
29/07/2019,32.47,5.81,15.36,7.68,3.73,3.38,1.37,27.46,101.13
30/07/2019,32.31,6.09,16.16,7.93,3.75,3.51,1.45,27.69,102.73
31/07/2019,33.41,6.28,15.83,7.99,3.75,3.59,1.44,28.36,104.48
01/08/2019,31.22,6.47,15.77,8.51,3.76,3.44,1.37,27.68,102.11
02/08/2019,30.38,6.42,15.52,8.32,3.77,3.50,1.33,26.79,99.93
03/08/2019,29.26,6.30,14.82,6.96,3.64,3.12,1.33,25.80,95.18
04/08/2019,28.52,6.14,13.71,6.00,3.50,2.88,1.12,24.33,90.12
05/08/2019,28.38,6.11,15.49,7.61,3.78,3.33,1.26,25.99,95.78
06/08/2019,28.87,6.36,16.40,8.06,3.78,3.50,1.32,26.56,98.64
07/08/2019,29.24,6.09,16.26,8.02,3.74,3.46,1.37,26.84,98.82
08/08/2019,29.88,5.97,16.01,7.73,3.73,3.45,1.40,26.82,98.82
09/08/2019,30.08,6.12,15.83,7.34,3.73,3.38,1.31,26.33,97.96
10/08/2019,28.89,6.00,14.45,5.79,3.62,2.97,1.32,24.96,91.88
11/08/2019,27.78,5.92,13.01,5.35,3.47,2.74,1.18,23.37,86.72
12/08/2019,27.76,6.05,15.45,7.40,3.76,2.80,1.34,25.43,93.79
13/08/2019,28.78,6.49,16.55,7.91,3.77,2.89,1.35,26.39,97.92
14/08/2019,30.13,6.35,16.42,7.73,3.76,2.87,1.36,27.06,99.48
15/08/2019,29.83,6.25,16.16,6.65,3.75,2.78,1.36,26.27,96.88
16/08/2019,29.88,5.61,15.71,6.87,3.78,2.86,1.31,25.50,95.40
17/08/2019,29.17,5.86,14.60,5.71,3.62,2.78,1.35,24.85,91.84
18/08/2019,29.00,5.79,13.47,5.30,3.46,2.76,1.26,24.01,88.98
19/08/2019,29.27,5.85,15.70,7.01,3.71,3.21,1.41,26.13,96.13
20/08/2019,29.08,6.27,16.33,8.02,3.74,3.24,1.44,26.56,98.52
21/08/2019,29.83,6.34,16.31,8.02,3.74,3.21,1.43,27.11,99.79
22/08/2019,30.25,6.33,16.13,7.68,3.72,3.23,1.45,27.05,99.67
23/08/2019,31.06,6.42,15.14,7.62,3.68,3.14,1.40,26.54,98.86
24/08/2019,30.90,6.48,13.51,6.65,3.58,2.68,1.26,25.64,94.58
25/08/2019,30.08,6.17,11.91,6.03,3.57,2.44,1.12,24.07,89.27
26/08/2019,30.43,6.23,13.90,8.05,3.78,2.84,1.36,26.15,96.55
27/08/2019,30.31,6.45,14.75,8.89,3.79,3.00,1.38,26.62,98.97
28/08/2019,30.32,6.62,15.19,8.97,3.85,3.03,1.40,27.18,100.40
29/08/2019,29.82,6.96,14.91,8.81,3.83,3.08,1.42,26.92,99.59
30/08/2019,29.79,7.07,14.83,8.47,3.78,3.03,1.37,26.39,98.58
31/08/2019,28.06,7.02,13.67,6.87,3.66,2.60,1.33,24.97,92.07
01/09/2019,28.97,6.87,12.66,6.11,3.60,2.62,1.18,24.49,90.35
02/09/2019,29.03,6.47,14.16,7.94,3.78,3.14,1.30,25.96,95.57
03/09/2019,28.73,6.46,15.53,8.34,3.80,3.28,1.34,26.34,97.54
04/09/2019,28.98,6.51,16.19,8.01,3.81,3.21,1.36,26.85,98.68
05/09/2019,29.23,6.54,15.86,7.99,3.83,3.22,1.38,26.75,98.59
06/09/2019,29.73,6.45,15.52,7.94,3.77,3.33,1.35,26.34,98.23
07/09/2019,29.44,6.42,14.21,7.17,3.68,3.07,1.32,25.71,94.84
08/09/2019,29.75,6.22,12.50,6.80,3.67,2.97,1.19,24.80,91.75
09/09/2019,30.31,6.08,14.38,8.62,3.86,3.47,1.36,26.82,98.62
10/09/2019,30.67,6.38,15.45,8.32,3.87,3.66,1.37,27.11,100.51
11/09/2019,30.47,6.53,15.84,7.77,3.89,3.65,1.35,27.35,100.57
12/09/2019,30.94,6.68,15.94,7.82,3.92,3.21,1.40,27.53,101.20
13/09/2019,29.27,6.46,15.42,7.80,3.91,3.08,1.35,26.06,97.14
14/09/2019,29.52,6.41,13.96,6.71,3.88,2.73,1.36,25.36,93.75
15/09/2019,28.88,6.39,12.86,5.73,3.93,2.65,1.22,24.13,89.62
16/09/2019,29.57,6.31,14.84,8.33,4.14,2.93,1.38,26.39,97.62
17/09/2019,29.31,6.49,15.20,8.55,4.16,3.12,1.39,26.33,98.27
18/09/2019,29.01,6.54,15.05,9.02,4.17,3.10,1.39,26.54,98.53
19/09/2019,28.95,6.58,14.78,9.63,4.21,2.85,1.39,26.47,98.62
20/09/2019,28.37,6.58,14.41,9.05,4.14,2.89,1.30,25.53,96.04
21/09/2019,28.04,6.69,13.23,6.90,4.18,2.72,1.33,24.72,91.62
22/09/2019,27.23,6.65,12.54,6.36,4.03,2.54,1.23,23.77,88.16
23/09/2019,27.23,6.30,14.61,8.54,4.25,2.84,1.37,25.61,94.47
24/09/2019,26.83,6.61,14.79,9.06,4.26,3.00,1.37,25.56,95.15
25/09/2019,27.13,6.50,14.91,9.18,4.26,2.88,1.36,25.96,95.90
26/09/2019,27.38,6.36,14.98,8.73,4.20,2.93,1.35,25.78,95.44
27/09/2019,27.74,6.16,14.43,8.40,4.16,3.02,1.30,25.08,94.04
28/09/2019,26.88,5.98,13.62,6.60,4.19,2.84,1.34,24.07,89.30
29/09/2019,27.08,5.70,12.09,5.81,4.09,2.65,1.24,22.96,85.42
30/09/2019,26.17,5.36,14.08,7.72,4.24,3.05,1.39,24.40,90.11
01/10/2019,25.42,5.63,15.72,8.28,4.19,3.19,1.36,24.86,92.30
02/10/2019,25.00,5.75,16.34,8.72,4.18,3.22,1.34,25.27,93.48
03/10/2019,25.82,5.80,15.81,9.09,4.11,3.21,1.36,25.37,94.29
04/10/2019,26.53,6.18,15.08,8.82,4.09,3.16,1.31,24.91,93.80
05/10/2019,27.53,6.35,13.29,7.83,4.09,2.69,1.35,24.57,91.46
06/10/2019,27.75,6.37,11.96,7.06,4.05,2.53,1.25,23.57,88.29
07/10/2019,27.82,6.28,13.76,9.17,4.29,2.91,1.39,25.45,94.74
08/10/2019,28.35,6.30,13.84,8.78,4.33,3.04,1.42,25.48,95.14
09/10/2019,28.10,5.84,13.74,8.72,4.35,2.78,1.44,25.37,93.97
10/10/2019,28.54,6.24,14.08,8.51,4.28,2.82,1.43,25.65,95.23
11/10/2019,28.97,6.52,13.64,7.89,4.21,2.96,1.37,25.13,94.41
12/10/2019,28.82,6.63,12.56,6.71,4.21,2.53,1.31,24.46,90.93
13/10/2019,28.57,6.59,11.36,6.01,4.07,2.26,1.15,23.46,87.21
14/10/2019,28.43,6.51,13.38,8.12,4.23,2.66,1.35,25.42,93.78
15/10/2019,28.65,6.74,13.94,8.92,4.28,2.83,1.43,25.88,96.31
16/10/2019,28.54,6.80,14.24,8.91,4.34,2.84,1.43,26.12,96.88
17/10/2019,28.12,6.93,13.85,9.31,4.26,2.91,1.40,25.94,96.41
18/10/2019,28.23,6.92,13.33,8.82,4.25,3.01,1.34,25.19,94.82
19/10/2019,27.94,6.83,12.88,7.51,4.31,2.72,1.32,24.77,92.03
20/10/2019,27.42,6.60,11.37,7.11,4.25,2.38,1.21,23.60,87.70
21/10/2019,27.98,6.41,12.93,9.16,4.47,2.72,1.38,25.65,94.36
22/10/2019,27.64,6.32,14.04,9.69,4.53,2.65,1.36,26.73,96.58
23/10/2019,28.07,6.41,13.87,9.50,4.45,2.78,1.37,26.87,96.97
24/10/2019,28.43,6.36,14.42,9.04,4.44,2.99,1.40,27.06,97.80
25/10/2019,28.93,6.18,14.43,8.72,4.44,3.00,1.40,26.50,97.33
26/10/2019,28.40,6.05,13.04,6.90,4.44,2.57,1.38,25.08,91.62
27/10/2019,27.78,5.52,11.60,6.97,4.33,2.38,1.30,24.23,87.80
28/10/2019,27.40,5.31,14.13,10.12,4.49,2.68,1.41,26.30,95.44
29/10/2019,27.25,5.29,14.91,10.68,4.61,3.05,1.44,26.87,97.63
30/10/2019,26.77,5.52,15.01,10.85,4.67,2.79,1.40,26.80,97.36
31/10/2019,27.35,5.68,15.34,10.62,4.71,2.80,1.37,27.12,98.58
01/11/2019,28.37,5.91,15.13,8.31,4.72,2.73,1.37,26.37,96.52
02/11/2019,28.89,6.02,13.91,7.02,4.65,2.60,1.32,25.67,93.73
03/11/2019,28.18,6.10,12.46,6.93,4.55,2.53,1.20,25.07,90.69
04/11/2019,28.58,6.05,14.32,8.91,4.50,2.70,1.33,27.03,97.01
05/11/2019,28.57,6.39,15.11,9.70,4.57,2.94,1.38,27.87,100.03
06/11/2019,29.08,6.61,14.99,10.53,4.51,2.98,1.40,28.41,102.01
07/11/2019,29.67,6.78,15.51,10.25,4.49,3.02,1.39,28.70,103.32
08/11/2019,30.00,6.57,16.11,10.50,4.66,3.01,1.40,28.49,104.30
09/11/2019,29.56,6.35,14.80,9.37,4.69,2.82,1.38,27.14,99.71
10/11/2019,28.94,6.23,12.43,8.75,4.61,2.65,1.24,26.08,94.55
11/11/2019,29.55,6.20,13.93,9.84,4.80,3.06,1.35,27.97,100.25
12/11/2019,29.36,6.53,17.17,10.09,4.83,3.00,1.36,29.28,105.09
13/11/2019,30.53,6.66,17.78,10.81,4.82,3.05,1.38,30.01,108.53
14/11/2019,31.05,6.72,17.30,10.98,4.83,3.18,1.38,30.15,109.12
15/11/2019,31.36,6.73,16.32,10.55,4.95,3.22,1.31,29.56,107.60
16/11/2019,30.51,6.77,14.52,9.81,4.88,2.92,1.28,28.71,103.00
17/11/2019,30.47,6.74,13.38,8.92,4.74,2.72,1.22,27.92,99.72
18/11/2019,31.53,6.79,15.13,10.77,4.85,3.06,1.41,30.02,107.11
19/11/2019,31.93,6.50,15.31,11.36,4.87,3.19,1.40,30.38,108.40
20/11/2019,32.77,6.82,14.75,11.61,4.92,3.38,1.34,30.84,109.90
