Date,China,India,US,EU,Russia,Japan,Brazil,ROW,World
25/03/2019,10.67,2.43,2.15,1.58,0.79,0.82,0.39,7.64,26.46
26/03/2019,10.62,2.51,2.17,1.83,0.79,0.79,0.40,7.75,26.85
27/03/2019,10.65,2.51,1.97,2.02,0.79,0.75,0.34,7.72,26.76
28/03/2019,10.87,2.55,1.93,2.05,0.77,0.77,0.35,7.83,27.11
29/03/2019,10.68,2.58,1.95,1.88,0.75,0.79,0.35,7.70,26.68
30/03/2019,10.20,2.61,1.70,1.50,0.77,0.77,0.36,7.27,25.18
31/03/2019,10.09,2.64,1.90,1.33,0.77,0.67,0.34,7.20,24.95
01/04/2019,12.05,2.12,2.62,1.89,0.87,0.85,0.37,8.43,29.19
02/04/2019,12.41,2.17,2.54,1.98,0.87,0.92,0.43,8.65,29.95
03/04/2019,12.46,2.27,2.34,2.08,0.85,0.91,0.40,8.65,29.96
04/04/2019,11.61,2.30,2.44,2.14,0.83,0.85,0.43,8.36,28.98
05/04/2019,10.47,2.33,2.44,2.06,0.86,0.80,0.47,7.88,27.30
06/04/2019,11.16,2.28,2.16,1.66,0.85,0.67,0.40,7.78,26.95
07/04/2019,11.67,2.23,2.06,1.50,0.84,0.64,0.36,7.83,27.14
08/04/2019,11.89,2.06,2.47,2.03,0.84,0.77,0.35,8.29,28.71
09/04/2019,12.49,2.24,2.34,1.99,0.84,0.81,0.37,8.56,29.66
10/04/2019,12.85,2.22,2.14,2.04,0.83,0.96,0.44,8.72,30.21
11/04/2019,12.61,2.25,2.20,2.17,0.83,0.89,0.45,8.68,30.07
12/04/2019,12.06,2.21,2.26,2.21,0.85,0.89,0.44,8.49,29.41
13/04/2019,11.93,2.29,2.09,1.77,0.84,0.72,0.37,8.12,28.13
14/04/2019,11.32,2.27,2.09,1.54,0.85,0.70,0.35,7.75,26.86
15/04/2019,11.67,2.19,2.16,1.78,0.85,0.73,0.36,8.01,27.75
16/04/2019,11.53,2.23,2.19,1.98,0.85,0.74,0.37,8.07,27.96
17/04/2019,10.98,2.10,2.15,1.94,0.84,0.78,0.39,7.78,26.94
18/04/2019,11.56,1.98,2.15,1.72,0.81,0.72,0.41,7.85,27.20
19/04/2019,11.65,2.03,2.17,1.45,0.83,0.74,0.40,7.81,27.07
20/04/2019,11.74,2.08,1.86,1.29,0.82,0.63,0.40,7.63,26.45
21/04/2019,11.47,2.12,1.68,1.14,0.81,0.61,0.36,7.38,25.55
22/04/2019,11.56,2.06,2.10,1.09,0.81,0.69,0.35,7.57,26.24
23/04/2019,12.01,2.17,2.33,1.33,0.80,0.74,0.35,8.01,27.75
24/04/2019,12.04,2.18,2.47,1.41,0.79,0.80,0.36,8.14,28.18
25/04/2019,11.93,2.23,2.39,1.43,0.77,0.76,0.36,8.06,27.93
26/04/2019,11.74,2.32,2.23,1.55,0.80,0.75,0.37,8.01,27.75
27/04/2019,11.60,2.32,1.94,1.19,0.79,0.64,0.38,7.65,26.50
28/04/2019,11.82,2.31,2.00,1.28,0.77,0.56,0.38,7.75,26.86
29/04/2019,11.60,2.21,2.36,1.80,0.78,0.60,0.44,8.03,27.83
30/04/2019,11.16,2.28,2.55,1.83,0.77,0.63,0.46,7.98,27.66
01/05/2019,10.24,2.28,2.25,1.42,0.78,0.61,0.42,7.30,25.29
02/05/2019,10.62,2.12,2.21,1.60,0.79,0.53,0.42,7.42,25.70
03/05/2019,11.48,2.13,2.21,1.72,0.78,0.51,0.40,7.81,27.04
04/05/2019,11.66,2.07,2.06,1.37,0.77,0.51,0.34,7.62,26.41
05/05/2019,11.49,2.09,1.86,1.26,0.75,0.52,0.35,7.44,25.76
06/05/2019,11.97,2.13,2.06,1.86,0.76,0.61,0.40,8.03,27.81
07/05/2019,12.38,2.26,2.11,2.07,0.76,0.68,0.43,8.40,29.08
08/05/2019,12.18,2.26,2.06,1.76,0.76,0.71,0.45,8.19,28.37
09/05/2019,12.56,2.23,2.05,1.90,0.78,0.76,0.43,8.41,29.14
10/05/2019,12.25,2.31,2.14,2.02,0.79,0.72,0.41,8.38,29.02
11/05/2019,11.91,2.35,1.92,1.57,0.79,0.66,0.35,7.93,27.49
12/05/2019,11.43,2.32,1.85,1.21,0.79,0.62,0.35,7.54,26.10
13/05/2019,12.22,2.26,2.08,1.75,0.79,0.74,0.38,8.20,28.40
14/05/2019,12.44,2.28,2.09,1.87,0.78,0.83,0.43,8.40,29.11
15/05/2019,12.50,2.23,2.12,1.95,0.76,0.77,0.45,8.44,29.22
16/05/2019,12.49,2.28,2.04,1.92,0.78,0.77,0.48,8.43,29.20
17/05/2019,12.77,2.33,2.02,1.87,0.78,0.77,0.43,8.51,29.48
18/05/2019,12.55,2.29,1.96,1.51,0.78,0.71,0.43,8.21,28.43
19/05/2019,11.81,2.23,2.01,1.43,0.78,0.64,0.43,7.85,27.18
20/05/2019,11.79,2.24,2.21,1.91,0.78,0.78,0.44,8.18,28.32
21/05/2019,11.86,2.37,2.09,1.91,0.77,0.79,0.43,8.20,28.42
22/05/2019,12.22,2.44,2.20,1.85,0.76,0.71,0.41,8.36,28.94
23/05/2019,12.65,2.43,2.33,1.87,0.78,0.72,0.42,8.61,29.82
24/05/2019,12.39,2.42,2.35,1.74,0.78,0.74,0.42,8.46,29.29
25/05/2019,12.53,2.32,2.14,1.39,0.77,0.68,0.39,8.20,28.42
26/05/2019,12.29,2.32,2.15,1.00,0.77,0.67,0.39,7.95,27.54
27/05/2019,12.09,2.24,2.11,1.55,0.76,0.83,0.41,8.11,28.10
28/05/2019,12.16,2.38,2.44,1.75,0.75,0.88,0.41,8.43,29.19
29/05/2019,12.19,2.44,2.58,1.70,0.77,0.78,0.40,8.47,29.33
30/05/2019,12.08,2.48,2.60,1.39,0.77,0.75,0.40,8.31,28.79
31/05/2019,12.04,2.49,2.62,1.53,0.77,0.82,0.42,8.40,29.09
01/06/2019,11.02,2.42,2.08,1.34,0.86,0.64,0.36,7.60,26.31
02/06/2019,10.57,2.33,2.07,1.11,0.87,0.64,0.35,7.28,25.23
03/06/2019,11.90,2.25,2.17,1.69,0.84,0.74,0.35,8.09,28.03
04/06/2019,12.29,2.20,2.19,1.92,0.83,0.80,0.34,8.35,28.91
05/06/2019,12.31,2.28,2.41,1.81,0.87,0.81,0.34,8.46,29.30
06/06/2019,11.91,2.40,2.46,1.68,0.87,0.81,0.36,8.32,28.81
07/06/2019,10.74,2.36,2.32,1.65,0.85,0.86,0.37,7.77,26.91
08/06/2019,10.91,2.32,1.99,1.18,0.87,0.70,0.37,7.44,25.76
09/06/2019,12.26,2.35,1.90,1.20,0.87,0.64,0.37,7.94,27.52
10/06/2019,12.97,2.30,2.21,1.55,0.85,0.77,0.39,8.54,29.59
11/06/2019,12.66,2.35,2.24,1.84,0.83,0.75,0.37,8.54,29.59
12/06/2019,12.63,2.34,2.11,1.98,0.87,0.75,0.37,8.54,29.60
13/06/2019,12.31,2.23,2.04,1.88,0.87,0.74,0.37,8.30,28.75
14/06/2019,12.30,2.16,1.84,1.96,0.88,0.79,0.35,8.23,28.51
15/06/2019,12.32,2.30,1.90,1.44,0.88,0.70,0.38,8.09,28.02
16/06/2019,11.75,2.22,2.05,1.32,0.89,0.58,0.41,7.80,27.03
17/06/2019,12.23,2.05,2.43,1.90,0.86,0.67,0.41,8.34,28.89
18/06/2019,12.79,2.09,2.48,2.03,0.85,0.76,0.42,8.69,30.11
19/06/2019,13.13,2.10,2.53,2.11,0.88,0.77,0.38,8.89,30.81
20/06/2019,13.03,2.17,2.44,1.87,0.88,0.80,0.37,8.76,30.33
21/06/2019,13.17,2.22,2.26,1.94,0.88,0.83,0.41,8.81,30.53
22/06/2019,12.79,2.28,2.10,1.50,0.87,0.73,0.43,8.40,29.10
23/06/2019,11.82,2.26,2.11,1.23,0.87,0.66,0.43,7.87,27.26
24/06/2019,12.06,2.17,2.43,1.88,0.84,0.77,0.47,8.37,28.99
25/06/2019,11.88,2.24,2.50,2.06,0.84,0.78,0.48,8.43,29.20
26/06/2019,12.17,2.29,2.61,2.04,0.84,0.83,0.46,8.62,29.86
27/06/2019,12.64,2.27,2.66,1.93,0.85,0.90,0.45,8.81,30.51
28/06/2019,12.73,2.21,2.72,1.98,0.85,0.87,0.44,8.85,30.66
29/06/2019,12.61,2.18,2.65,1.56,0.85,0.76,0.44,8.54,29.59
30/06/2019,12.12,2.17,2.53,1.19,0.83,0.70,0.43,8.10,28.06
01/07/2019,10.87,2.32,2.07,1.48,0.80,0.74,0.38,7.57,26.24
02/07/2019,11.01,2.41,2.17,1.63,0.84,0.76,0.41,7.80,27.02
03/07/2019,11.42,2.41,2.10,1.68,0.84,0.77,0.42,7.97,27.59
04/07/2019,11.20,2.44,1.91,1.66,0.83,0.76,0.41,7.80,27.02
05/07/2019,10.80,2.36,2.03,1.68,0.84,0.74,0.39,7.64,26.48
06/07/2019,10.37,2.27,1.99,1.36,0.84,0.63,0.33,7.22,25.00
07/07/2019,10.23,2.19,1.94,1.14,0.82,0.58,0.33,6.99,24.21
08/07/2019,10.96,2.03,2.03,1.66,0.81,0.71,0.37,7.54,26.11
09/07/2019,10.71,2.16,2.12,1.75,0.83,0.75,0.41,7.60,26.33
10/07/2019,10.51,2.12,2.25,1.80,0.83,0.73,0.39,7.57,26.21
11/07/2019,10.80,2.15,2.26,1.88,0.84,0.74,0.40,7.74,26.82
12/07/2019,10.74,2.13,2.23,1.84,0.84,0.73,0.42,7.68,26.62
13/07/2019,10.60,2.26,2.11,1.37,0.85,0.66,0.40,7.40,25.64
14/07/2019,10.46,2.25,2.08,1.17,0.83,0.62,0.39,7.23,25.04
15/07/2019,11.27,2.10,2.24,1.68,0.82,0.65,0.44,7.79,27.00
16/07/2019,11.40,2.16,2.29,1.73,0.84,0.76,0.46,7.97,27.62
17/07/2019,11.53,2.17,2.30,1.77,0.85,0.79,0.46,8.07,27.94
18/07/2019,12.01,2.30,2.22,1.83,0.85,0.84,0.44,8.31,28.80
19/07/2019,12.06,2.41,2.27,1.84,0.85,0.83,0.44,8.40,29.11
20/07/2019,11.72,2.49,2.17,1.36,0.85,0.74,0.34,7.98,27.66
21/07/2019,11.40,2.46,2.17,1.19,0.83,0.69,0.33,7.74,26.81
22/07/2019,12.12,2.37,2.16,1.71,0.82,0.81,0.41,8.28,28.67
23/07/2019,12.28,2.49,2.03,1.94,0.85,0.83,0.47,8.48,29.36
24/07/2019,12.88,2.55,1.99,2.01,0.86,0.85,0.48,8.78,30.41
25/07/2019,12.93,2.46,1.95,2.02,0.85,0.88,0.46,8.74,30.29
26/07/2019,13.05,2.26,1.98,1.91,0.84,0.89,0.44,8.67,30.03
27/07/2019,12.70,2.14,1.95,1.44,0.83,0.78,0.42,8.22,28.48
28/07/2019,12.53,2.02,1.98,1.20,0.82,0.72,0.41,7.99,27.66
29/07/2019,12.89,1.91,2.25,1.72,0.85,0.91,0.46,8.52,29.50
30/07/2019,12.94,2.03,2.27,1.71,0.85,0.96,0.50,8.63,29.88
31/07/2019,12.88,2.14,2.17,1.72,0.84,0.98,0.50,8.61,29.84
01/08/2019,12.15,2.24,2.24,2.01,0.85,0.78,0.43,8.40,29.10
02/08/2019,11.44,2.22,2.21,1.97,0.86,0.79,0.44,8.09,28.02
03/08/2019,11.18,2.17,2.18,1.59,0.84,0.69,0.43,7.74,26.82
04/08/2019,11.01,2.14,2.20,1.34,0.83,0.63,0.35,7.51,26.02
05/08/2019,11.53,2.09,2.38,1.77,0.86,0.75,0.37,8.01,27.76
06/08/2019,12.07,2.19,2.43,1.84,0.86,0.79,0.40,8.35,28.93
07/08/2019,11.98,2.11,2.37,1.82,0.86,0.78,0.43,8.26,28.61
08/08/2019,12.07,2.03,2.30,1.71,0.86,0.78,0.45,8.20,28.41
09/08/2019,11.97,2.10,2.28,1.60,0.86,0.76,0.43,8.12,28.12
10/08/2019,11.05,2.05,2.08,1.15,0.85,0.65,0.42,7.40,25.64
11/08/2019,10.10,2.05,2.03,1.07,0.83,0.59,0.39,6.93,24.00
12/08/2019,10.80,2.07,2.37,1.62,0.86,0.60,0.41,7.60,26.32
13/08/2019,11.52,2.25,2.47,1.69,0.87,0.62,0.42,8.05,27.88
14/08/2019,12.02,2.22,2.41,1.62,0.87,0.62,0.42,8.19,28.37
15/08/2019,11.56,2.15,2.34,1.24,0.87,0.59,0.42,7.79,26.97
16/08/2019,11.40,1.88,2.25,1.39,0.88,0.61,0.43,7.65,26.48
17/08/2019,11.34,1.98,2.12,1.10,0.86,0.59,0.44,7.48,25.92
18/08/2019,11.11,1.99,2.15,1.05,0.84,0.60,0.45,7.38,25.55
19/08/2019,11.79,1.98,2.43,1.50,0.86,0.71,0.46,8.01,27.75
20/08/2019,11.84,2.15,2.41,1.76,0.87,0.72,0.48,8.21,28.44
21/08/2019,12.11,2.21,2.39,1.75,0.87,0.71,0.46,8.32,28.81
22/08/2019,12.20,2.18,2.33,1.66,0.86,0.72,0.48,8.29,28.73
23/08/2019,12.49,2.22,2.11,1.71,0.85,0.69,0.48,8.34,28.88
24/08/2019,12.23,2.25,1.85,1.48,0.84,0.56,0.38,7.95,27.55
25/08/2019,11.42,2.15,1.76,1.36,0.86,0.51,0.36,7.47,25.89
26/08/2019,11.93,2.14,1.98,1.94,0.87,0.61,0.43,8.07,27.96
27/08/2019,12.31,2.23,2.02,2.17,0.87,0.65,0.44,8.39,29.07
28/08/2019,11.85,2.33,2.11,2.18,0.87,0.66,0.45,8.30,28.74
29/08/2019,11.28,2.44,2.03,2.11,0.87,0.68,0.46,8.06,27.94
30/08/2019,11.31,2.49,2.03,2.03,0.86,0.66,0.47,8.05,27.89
31/08/2019,10.80,2.47,1.89,1.55,0.85,0.54,0.43,7.52,26.04
01/09/2019,11.70,2.42,2.15,1.34,0.86,0.66,0.39,7.92,27.43
02/09/2019,12.19,2.22,2.26,1.80,0.86,0.82,0.38,8.33,28.85
03/09/2019,12.33,2.22,2.44,1.86,0.86,0.86,0.40,8.52,29.50
04/09/2019,12.29,2.27,2.59,1.75,0.86,0.84,0.41,8.53,29.54
05/09/2019,12.61,2.25,2.48,1.66,0.87,0.84,0.43,8.58,29.73
06/09/2019,12.95,2.22,2.42,1.65,0.85,0.88,0.45,8.69,30.10
07/09/2019,12.79,2.20,2.22,1.49,0.85,0.79,0.41,8.42,29.17
08/09/2019,12.96,2.15,2.08,1.42,0.88,0.78,0.40,8.39,29.05
09/09/2019,13.34,2.06,2.29,1.93,0.88,0.93,0.42,8.87,30.72
10/09/2019,13.25,2.18,2.40,1.74,0.88,0.99,0.42,8.88,30.75
11/09/2019,12.80,2.28,2.48,1.60,0.89,0.98,0.41,8.70,30.14
12/09/2019,12.95,2.31,2.50,1.70,0.90,0.84,0.44,8.78,30.42
13/09/2019,11.29,2.22,2.37,1.72,0.89,0.79,0.44,8.01,27.74
14/09/2019,11.90,2.20,2.14,1.37,0.90,0.68,0.44,7.96,27.59
15/09/2019,12.00,2.22,2.18,1.15,0.93,0.67,0.41,7.95,27.52
16/09/2019,12.10,2.15,2.42,1.93,0.94,0.75,0.43,8.41,29.13
17/09/2019,11.90,2.22,2.32,1.85,0.94,0.81,0.44,8.31,28.79
18/09/2019,11.59,2.28,2.25,1.94,0.94,0.80,0.43,8.21,28.44
19/09/2019,11.82,2.27,2.16,2.15,0.94,0.72,0.44,8.31,28.80
20/09/2019,11.89,2.26,2.10,1.98,0.91,0.73,0.42,8.23,28.50
21/09/2019,11.45,2.31,1.94,1.41,0.93,0.68,0.42,7.77,26.90
22/09/2019,10.99,2.32,2.09,1.37,0.92,0.63,0.42,7.60,26.34
23/09/2019,11.57,2.15,2.36,1.97,0.93,0.72,0.43,8.16,28.27
24/09/2019,11.77,2.28,2.21,2.07,0.92,0.77,0.42,8.29,28.73
25/09/2019,11.61,2.26,2.22,2.11,0.92,0.73,0.41,8.23,28.49
26/09/2019,11.49,2.17,2.23,1.97,0.91,0.74,0.41,8.09,28.02
27/09/2019,11.59,2.09,2.10,1.87,0.91,0.77,0.41,8.01,27.76
28/09/2019,11.25,2.02,2.03,1.31,0.94,0.72,0.42,7.58,26.27
29/09/2019,11.22,1.93,1.93,1.14,0.94,0.67,0.43,7.41,25.67
30/09/2019,10.35,1.75,2.17,1.66,0.95,0.79,0.44,7.35,25.46
01/10/2019,9.48,1.88,2.79,1.62,0.92,0.87,0.41,7.29,25.26
02/10/2019,9.91,1.96,2.96,1.64,0.92,0.88,0.40,7.58,26.24
03/10/2019,10.54,1.95,2.75,1.67,0.90,0.87,0.42,7.76,26.88
04/10/2019,11.16,2.11,2.54,1.65,0.89,0.85,0.42,7.96,27.58
05/10/2019,11.52,2.19,2.14,1.44,0.91,0.69,0.43,7.84,27.16
06/10/2019,11.62,2.23,2.15,1.23,0.91,0.64,0.43,7.80,27.01
07/10/2019,11.48,2.15,2.38,1.79,0.92,0.77,0.44,8.08,28.00
08/10/2019,11.64,2.16,2.17,1.64,0.92,0.81,0.45,8.03,27.81
09/10/2019,11.63,2.00,2.10,1.63,0.92,0.71,0.47,7.90,27.35
10/10/2019,12.08,2.13,2.20,1.56,0.91,0.73,0.46,8.15,28.22
11/10/2019,12.59,2.25,2.06,1.44,0.90,0.78,0.46,8.31,28.79
12/10/2019,12.16,2.30,1.84,1.20,0.92,0.64,0.40,7.90,27.37
13/10/2019,11.65,2.32,1.87,1.12,0.92,0.55,0.37,7.63,26.44
14/10/2019,11.37,2.25,2.18,1.67,0.92,0.67,0.41,7.90,27.38
15/10/2019,11.90,2.34,2.15,1.80,0.92,0.71,0.46,8.23,28.51
16/10/2019,12.42,2.40,2.21,1.73,0.93,0.71,0.46,8.46,29.32
17/10/2019,12.22,2.42,2.04,1.88,0.92,0.75,0.44,8.38,29.04
18/10/2019,11.98,2.41,1.90,1.74,0.91,0.78,0.44,8.18,28.35
19/10/2019,11.54,2.37,1.95,1.39,0.94,0.70,0.41,7.84,27.14
20/10/2019,11.03,2.31,1.90,1.36,0.96,0.59,0.41,7.53,26.08
21/10/2019,11.84,2.19,2.07,1.92,0.97,0.69,0.44,8.16,28.27
22/10/2019,12.01,2.16,2.10,1.95,0.98,0.67,0.42,8.23,28.52
23/10/2019,12.02,2.18,2.01,1.89,0.97,0.72,0.42,8.20,28.41
24/10/2019,11.80,2.15,2.12,1.76,0.96,0.77,0.44,8.12,28.13
25/10/2019,11.95,2.08,2.11,1.63,0.96,0.77,0.44,8.09,28.01
26/10/2019,11.48,2.04,1.89,1.13,0.98,0.64,0.45,7.55,26.16
27/10/2019,10.94,1.91,1.77,1.17,0.97,0.57,0.46,7.22,25.00
28/10/2019,11.00,1.79,2.17,1.94,0.96,0.66,0.46,7.71,26.69
29/10/2019,11.45,1.73,2.26,2.09,0.97,0.77,0.47,8.01,27.75
30/10/2019,11.19,1.82,2.23,2.08,0.97,0.69,0.44,7.88,27.31
31/10/2019,11.70,1.88,2.33,1.97,0.96,0.70,0.42,8.10,28.06
01/11/2019,11.26,2.01,2.20,1.36,0.89,0.66,0.40,7.62,26.39
02/11/2019,11.56,2.06,2.09,1.04,0.89,0.60,0.42,7.57,26.23
03/11/2019,10.90,2.12,2.02,1.10,0.89,0.59,0.40,7.31,25.32
04/11/2019,11.15,2.06,2.20,1.54,0.89,0.62,0.39,7.65,26.50
05/11/2019,11.40,2.21,2.34,1.74,0.90,0.69,0.41,7.99,27.68
06/11/2019,11.77,2.29,2.25,1.96,0.90,0.71,0.42,8.24,28.54
07/11/2019,11.82,2.34,2.34,1.82,0.88,0.74,0.42,8.26,28.62
08/11/2019,11.97,2.26,2.45,1.85,0.91,0.71,0.42,8.35,28.91
09/11/2019,11.65,2.19,2.25,1.56,0.91,0.65,0.43,7.97,27.61
10/11/2019,11.27,2.14,1.98,1.44,0.92,0.61,0.41,7.62,26.39
11/11/2019,11.80,2.10,2.19,1.62,0.94,0.75,0.40,8.03,27.83
12/11/2019,11.89,2.26,2.75,1.70,0.95,0.73,0.40,8.39,29.07
13/11/2019,11.74,2.31,2.85,1.95,0.93,0.76,0.41,8.50,29.46
14/11/2019,12.08,2.34,2.77,1.95,0.92,0.75,0.40,8.61,29.82
15/11/2019,12.64,2.34,2.51,1.84,0.95,0.75,0.41,8.71,30.15
16/11/2019,12.23,2.35,2.17,1.72,0.95,0.68,0.41,8.32,28.83
17/11/2019,12.04,2.36,2.21,1.54,0.94,0.63,0.42,8.17,28.31
18/11/2019,12.49,2.35,2.41,1.94,0.94,0.76,0.44,8.66,29.98
19/11/2019,12.86,2.22,2.33,2.09,0.91,0.75,0.43,8.77,30.37
20/11/2019,13.57,2.36,2.13,2.16,0.90,0.79,0.42,9.06,31.38
